locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAGFDIAF_03567	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
KAGFDIAF_03568	CDS	405	prlF		COG2002	Antitoxin PrlF
KAGFDIAF_03569	CDS	303	yhaV	3.1.-.-		Ribonuclease toxin YhaV
KAGFDIAF_03570	CDS	810	srlR_2		COG1349	Glucitol operon repressor
KAGFDIAF_03571	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
KAGFDIAF_03572	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
KAGFDIAF_03573	CDS	801	ydcF		COG1434	Protein YdcF
KAGFDIAF_03574	CDS	1089				hypothetical protein
KAGFDIAF_03575	CDS	459				hypothetical protein
KAGFDIAF_03576	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KAGFDIAF_03577	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
KAGFDIAF_03578	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
KAGFDIAF_03579	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
KAGFDIAF_03580	CDS	261	iraP			Anti-adapter protein IraP
KAGFDIAF_03581	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
KAGFDIAF_03582	CDS	444	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
KAGFDIAF_03583	CDS	1140				hypothetical protein
KAGFDIAF_03584	CDS	666	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
KAGFDIAF_03585	CDS	342	symE	3.1.-.-		Toxic protein SymE
KAGFDIAF_03586	CDS	1398	mcrB	3.1.21.-	COG1401	5-methylcytosine-specific restriction enzyme B
KAGFDIAF_03587	CDS	1047	mcrC		COG4268	Protein McrC
KAGFDIAF_03588	CDS	1011				hypothetical protein
KAGFDIAF_03589	CDS	603	yadL			putative fimbrial-like protein YadL
KAGFDIAF_03590	CDS	384	yadM			putative fimbrial-like protein YadM
KAGFDIAF_03591	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
KAGFDIAF_03592	CDS	741	yadV			putative fimbrial chaperone YadV
KAGFDIAF_03593	CDS	1617	prfC		COG4108	Peptide chain release factor RF3
KAGFDIAF_03594	CDS	606	osmY_2		COG2823	Osmotically-inducible protein Y
KAGFDIAF_03595	CDS	162				hypothetical protein
KAGFDIAF_03596	CDS	1074				hypothetical protein
KAGFDIAF_03597	CDS	780	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
KAGFDIAF_03598	CDS	2133	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
KAGFDIAF_03599	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
KAGFDIAF_03600	CDS	225	cspD		COG1278	Cold shock-like protein CspD
KAGFDIAF_03601	CDS	1311	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
KAGFDIAF_03602	CDS	546				hypothetical protein
KAGFDIAF_03603	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
KAGFDIAF_03604	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
KAGFDIAF_03605	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
KAGFDIAF_03606	CDS	1335	garP			putative galactarate transporter
KAGFDIAF_03607	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
KAGFDIAF_03608	CDS	1323	xylA	5.3.1.5		Xylose isomerase
KAGFDIAF_03609	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
KAGFDIAF_03610	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
KAGFDIAF_03611	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
KAGFDIAF_03612	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
KAGFDIAF_03613	CDS	798	gspK_2		COG3156	Putative type II secretion system protein K
KAGFDIAF_03614	CDS	1179				hypothetical protein
KAGFDIAF_03615	CDS	537	epsM		COG3149	Type II secretion system protein M
KAGFDIAF_03616	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
KAGFDIAF_03617	CDS	786	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
KAGFDIAF_03618	CDS	1278	yqcE			Inner membrane protein YqcE
KAGFDIAF_03619	CDS	1479	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
KAGFDIAF_03620	CDS	570				hypothetical protein
KAGFDIAF_03621	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
KAGFDIAF_03622	CDS	243	pspG			Phage shock protein G
KAGFDIAF_03623	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
KAGFDIAF_03624	tRNA	77				tRNA-Arg(tct)
KAGFDIAF_03625	CDS	1164	xerD_2			Tyrosine recombinase XerD
KAGFDIAF_03626	CDS	279				hypothetical protein
KAGFDIAF_03627	CDS	219				hypothetical protein
KAGFDIAF_03628	CDS	216				hypothetical protein
KAGFDIAF_03629	CDS	258				hypothetical protein
KAGFDIAF_03630	CDS	303				hypothetical protein
KAGFDIAF_03631	CDS	333	emrE		COG2076	Multidrug transporter EmrE
KAGFDIAF_03632	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
KAGFDIAF_03633	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
KAGFDIAF_03634	CDS	1206	hemX		COG2959	Protein HemX
KAGFDIAF_03635	CDS	1197	hemY		COG3071	Protein HemY
KAGFDIAF_03636	CDS	1056				hypothetical protein
KAGFDIAF_03637	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
KAGFDIAF_03638	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
KAGFDIAF_03639	CDS	765				hypothetical protein
KAGFDIAF_03640	CDS	243				hypothetical protein
KAGFDIAF_03641	CDS	228				hypothetical protein
KAGFDIAF_03642	CDS	726	fimC			Chaperone protein FimC
KAGFDIAF_03643	CDS	498	lpfA			putative major fimbrial subunit LpfA
KAGFDIAF_03644	CDS	549	fimA			Type-1 fimbrial protein, A chain
KAGFDIAF_03645	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
KAGFDIAF_03646	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
KAGFDIAF_03647	CDS	927	coaA	2.7.1.33	COG1072	Pantothenate kinase
KAGFDIAF_03648	tRNA	76				tRNA-Thr(tgt)
KAGFDIAF_03649	tRNA	85				tRNA-Tyr(gta)
KAGFDIAF_03650	tRNA	75				tRNA-Gly(tcc)
KAGFDIAF_03651	tRNA	76				tRNA-Thr(ggt)
KAGFDIAF_03652	CDS	1401	yicJ_2		COG2211	Inner membrane symporter YicJ
KAGFDIAF_03653	CDS	1980	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
KAGFDIAF_03654	CDS	741	mipA_2		COG3713	MltA-interacting protein
KAGFDIAF_03655	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
KAGFDIAF_03656	CDS	219				hypothetical protein
KAGFDIAF_03657	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
KAGFDIAF_03658	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
KAGFDIAF_03659	CDS	162				hypothetical protein
KAGFDIAF_03660	CDS	2073				hypothetical protein
KAGFDIAF_03661	CDS	1542	ydiF_2	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
KAGFDIAF_03662	CDS	684	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
KAGFDIAF_03663	CDS	567				hypothetical protein
KAGFDIAF_03664	CDS	1203				hypothetical protein
KAGFDIAF_03665	CDS	1278	ydgA_2		COG5339	Protein YdgA
KAGFDIAF_03666	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
KAGFDIAF_03667	CDS	315				hypothetical protein
KAGFDIAF_03668	CDS	531	cybB		COG3038	Cytochrome b561
KAGFDIAF_03669	CDS	174				hypothetical protein
KAGFDIAF_03670	CDS	168				hypothetical protein
KAGFDIAF_03671	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
KAGFDIAF_03672	CDS	924	catM			HTH-type transcriptional regulator CatM
KAGFDIAF_03673	CDS	909	tsaR_2			HTH-type transcriptional regulator TsaR
KAGFDIAF_03674	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
KAGFDIAF_03675	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
KAGFDIAF_03676	CDS	357				hypothetical protein
KAGFDIAF_03677	CDS	1125			COG2826	IS30 family transposase IS30
KAGFDIAF_03678	CDS	489				hypothetical protein
KAGFDIAF_03679	CDS	198				hypothetical protein
KAGFDIAF_03680	CDS	846				hypothetical protein
KAGFDIAF_03681	CDS	1539	emrY			putative multidrug resistance protein EmrY
KAGFDIAF_03682	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
KAGFDIAF_03683	CDS	615	evgA			DNA-binding transcriptional activator EvgA
KAGFDIAF_03684	CDS	558				hypothetical protein
KAGFDIAF_03685	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
KAGFDIAF_03686	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
KAGFDIAF_03687	CDS	474	sbmC_2		COG3449	DNA gyrase inhibitor
KAGFDIAF_03688	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
KAGFDIAF_03689	CDS	330				hypothetical protein
KAGFDIAF_03690	CDS	402				hypothetical protein
KAGFDIAF_03691	CDS	408				hypothetical protein
KAGFDIAF_03692	CDS	189	yhjR			Protein YhjR
KAGFDIAF_03693	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
KAGFDIAF_03694	CDS	192				hypothetical protein
KAGFDIAF_03695	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
KAGFDIAF_03696	CDS	108	ldrD			Small toxic polypeptide LdrD
KAGFDIAF_03697	CDS	3498				hypothetical protein
KAGFDIAF_03698	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
KAGFDIAF_03699	CDS	1878	glpG_2	3.4.21.105		Rhomboid protease GlpG
KAGFDIAF_03700	CDS	354	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
KAGFDIAF_03701	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
KAGFDIAF_03702	CDS	765	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
KAGFDIAF_03703	CDS	342				hypothetical protein
KAGFDIAF_03704	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
KAGFDIAF_03705	CDS	1632				hypothetical protein
KAGFDIAF_03706	CDS	831	metH	2.1.1.13	COG0646	Methionine synthase
KAGFDIAF_03707	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
KAGFDIAF_03708	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
KAGFDIAF_03709	CDS	1386	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
KAGFDIAF_03710	CDS	495	yhfS_2			putative protein YhfS
KAGFDIAF_03711	CDS	1305				hypothetical protein
KAGFDIAF_03712	CDS	354				hypothetical protein
KAGFDIAF_03713	CDS	879	php		COG1735	Phosphotriesterase homology protein
KAGFDIAF_03714	CDS	1038	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
KAGFDIAF_03715	CDS	1062	recA		COG0468	Protein RecA
KAGFDIAF_03716	CDS	498	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
KAGFDIAF_03717	CDS	1191	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
KAGFDIAF_03718	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
KAGFDIAF_03719	CDS	141				hypothetical protein
KAGFDIAF_03720	CDS	219				hypothetical protein
KAGFDIAF_03721	CDS	534	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
KAGFDIAF_03722	CDS	2307				hypothetical protein
KAGFDIAF_03723	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
KAGFDIAF_03724	CDS	438	ybaL		COG1226	Putative cation/proton antiporter YbaL
KAGFDIAF_03725	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
KAGFDIAF_03726	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
KAGFDIAF_03727	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
KAGFDIAF_03728	CDS	660	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
KAGFDIAF_03729	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
KAGFDIAF_03730	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
KAGFDIAF_03731	CDS	930	fdhE		COG3058	Protein FdhE
KAGFDIAF_03732	CDS	183				hypothetical protein
KAGFDIAF_03733	CDS	243				hypothetical protein
KAGFDIAF_03734	CDS	609	yibF		COG0625	putative GST-like protein YibF
KAGFDIAF_03735	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
KAGFDIAF_03736	CDS	474				hypothetical protein
KAGFDIAF_03737	CDS	774	srlR_3		COG1349	Glucitol operon repressor
KAGFDIAF_03738	CDS	360				hypothetical protein
KAGFDIAF_03739	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
KAGFDIAF_03740	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
KAGFDIAF_03741	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
KAGFDIAF_03742	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
KAGFDIAF_03743	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
KAGFDIAF_03744	CDS	300				hypothetical protein
KAGFDIAF_03745	CDS	588	gatC_2		COG3775	PTS system galactitol-specific EIIC component
KAGFDIAF_03746	CDS	1041	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
KAGFDIAF_03747	CDS	780	srlR_4		COG1349	Glucitol operon repressor
KAGFDIAF_03748	CDS	666	yegS	2.7.1.-	COG1597	Lipid kinase YegS
KAGFDIAF_03749	CDS	540				hypothetical protein
KAGFDIAF_03750	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
KAGFDIAF_03751	CDS	417				hypothetical protein
KAGFDIAF_03752	CDS	357	yjbR		COG2315	putative protein YjbR
KAGFDIAF_03753	CDS	1683	uvrA		COG0178	UvrABC system protein A
KAGFDIAF_03754	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
KAGFDIAF_03755	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
KAGFDIAF_03756	CDS	246				hypothetical protein
KAGFDIAF_03757	CDS	432				hypothetical protein
KAGFDIAF_03758	CDS	666				hypothetical protein
KAGFDIAF_03759	CDS	165				hypothetical protein
KAGFDIAF_03760	CDS	345	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
KAGFDIAF_03761	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
KAGFDIAF_03762	CDS	1224				hypothetical protein
KAGFDIAF_03763	CDS	1437	manC1_1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
KAGFDIAF_03764	CDS	954				hypothetical protein
KAGFDIAF_03765	CDS	576	nohA		COG4220	Prophage DNA-packing protein NohA
KAGFDIAF_03766	CDS	294				hypothetical protein
KAGFDIAF_03767	CDS	303				hypothetical protein
KAGFDIAF_03768	CDS	219	ymgF			Inner membrane protein YmgF
KAGFDIAF_03769	CDS	1524	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
KAGFDIAF_03770	CDS	249	ymgC			putative protein YmgC
KAGFDIAF_03771	CDS	267	ariR			putative two-component-system connector protein AriR
KAGFDIAF_03772	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
KAGFDIAF_03773	CDS	1224				hypothetical protein
KAGFDIAF_03774	CDS	426	arsC	1.20.4.1		Arsenate reductase
KAGFDIAF_03775	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
KAGFDIAF_03776	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
KAGFDIAF_03777	CDS	1227	sbnD			Staphyloferrin B transporter
KAGFDIAF_03778	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
KAGFDIAF_03779	CDS	603	ais	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
KAGFDIAF_03780	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
KAGFDIAF_03781	CDS	969	arnC_2	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KAGFDIAF_03782	CDS	1851	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
KAGFDIAF_03783	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
KAGFDIAF_03784	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
KAGFDIAF_03785	CDS	1179	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
KAGFDIAF_03786	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
KAGFDIAF_03787	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
KAGFDIAF_03788	CDS	939	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
KAGFDIAF_03789	CDS	615	yigZ		COG1739	IMPACT family member YigZ
KAGFDIAF_03790	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
KAGFDIAF_03791	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
KAGFDIAF_03792	CDS	600				hypothetical protein
KAGFDIAF_03793	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
KAGFDIAF_03794	CDS	309	cdh_1	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
KAGFDIAF_03795	CDS	435	cdh_2	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
KAGFDIAF_03796	CDS	990	sbp		COG1613	Sulfate-binding protein
KAGFDIAF_03797	tRNA	93				tRNA-Ser(gct)
KAGFDIAF_03798	CDS	186	csrA		COG1551	Carbon storage regulator
KAGFDIAF_03799	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
KAGFDIAF_03800	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
KAGFDIAF_03801	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
KAGFDIAF_03802	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
KAGFDIAF_03803	CDS	663	nikA		COG0747	Nickel-binding periplasmic protein
KAGFDIAF_03804	CDS	243	sbmA		COG1133	Peptide antibiotic transporter SbmA
KAGFDIAF_03805	CDS	1095				hypothetical protein
KAGFDIAF_03806	CDS	309	yaiY			Inner membrane protein YaiY
KAGFDIAF_03807	CDS	213				hypothetical protein
KAGFDIAF_03808	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
KAGFDIAF_03809	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
KAGFDIAF_03810	CDS	492				hypothetical protein
KAGFDIAF_03811	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
KAGFDIAF_03812	CDS	291				hypothetical protein
KAGFDIAF_03813	CDS	441				hypothetical protein
KAGFDIAF_03814	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
KAGFDIAF_03815	CDS	1017				hypothetical protein
KAGFDIAF_03816	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
KAGFDIAF_03817	CDS	315	csgG		COG1462	Curli production assembly/transport component CsgG
KAGFDIAF_03818	CDS	522	ycdZ			Inner membrane protein YcdZ
KAGFDIAF_03819	CDS	555	ycdY		COG3381	Chaperone protein YcdY
KAGFDIAF_03820	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
KAGFDIAF_03821	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
KAGFDIAF_03822	CDS	1089	ppx	3.6.1.11	COG0248	Exopolyphosphatase
KAGFDIAF_03823	CDS	2244	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
KAGFDIAF_03824	CDS	894	hcaR_2			Hca operon transcriptional activator HcaR
KAGFDIAF_03825	CDS	1221	mlc_2		COG1940	Protein mlc
KAGFDIAF_03826	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
KAGFDIAF_03827	CDS	372	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
KAGFDIAF_03828	CDS	1425	trkG		COG0168	Trk system potassium uptake protein TrkG
KAGFDIAF_03829	CDS	432				hypothetical protein
KAGFDIAF_03830	CDS	765				hypothetical protein
KAGFDIAF_03831	tRNA	74				tRNA-Cys(gca)
KAGFDIAF_03832	tRNA	87				tRNA-Leu(taa)
KAGFDIAF_03833	CDS	666				hypothetical protein
KAGFDIAF_03834	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
KAGFDIAF_03835	CDS	240				hypothetical protein
KAGFDIAF_03836	CDS	498	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
KAGFDIAF_03837	tRNA	77				tRNA-Pro(tgg)
KAGFDIAF_03838	CDS	1236	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
KAGFDIAF_03839	CDS	1656		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
KAGFDIAF_03840	CDS	162	glnP		COG0765	Glutamine transport system permease protein GlnP
KAGFDIAF_03841	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
KAGFDIAF_03842	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
KAGFDIAF_03843	CDS	810				hypothetical protein
KAGFDIAF_03844	CDS	702	eutQ		COG4766	Ethanolamine utilization protein EutQ
KAGFDIAF_03845	CDS	480	pduV		COG4917	Propanediol utilization protein PduV
KAGFDIAF_03846	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
KAGFDIAF_03847	CDS	765	glcC		COG2186	Glc operon transcriptional activator
KAGFDIAF_03848	CDS	1143	yghO			Protein YghO
KAGFDIAF_03849	CDS	2694	chiA			putative bifunctional chitinase/lysozyme
KAGFDIAF_03850	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
KAGFDIAF_03851	CDS	1086	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
KAGFDIAF_03852	CDS	900	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
KAGFDIAF_03853	CDS	879	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
KAGFDIAF_03854	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
KAGFDIAF_03855	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
KAGFDIAF_03856	CDS	612	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
KAGFDIAF_03857	CDS	708	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
KAGFDIAF_03858	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
KAGFDIAF_03859	CDS	1269	umuC		COG0389	Protein UmuC
KAGFDIAF_03860	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
KAGFDIAF_03861	CDS	402	pliG			Inhibitor of g-type lysozyme
KAGFDIAF_03862	CDS	294	ycgL		COG3100	Protein YcgL
KAGFDIAF_03863	CDS	660	ycgM		COG0179	putative protein YcgM
KAGFDIAF_03864	CDS	447				hypothetical protein
KAGFDIAF_03865	CDS	432	hlyE_1			Hemolysin E, chromosomal
KAGFDIAF_03866	CDS	309	hlyE_2			Hemolysin E, chromosomal
KAGFDIAF_03867	CDS	1158	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
KAGFDIAF_03868	CDS	1683				hypothetical protein
KAGFDIAF_03869	CDS	1320	potE		COG0531	Putrescine transporter PotE
KAGFDIAF_03870	CDS	1644	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
KAGFDIAF_03871	CDS	1440				hypothetical protein
KAGFDIAF_03872	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
KAGFDIAF_03873	CDS	555	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
KAGFDIAF_03874	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
KAGFDIAF_03875	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
KAGFDIAF_03876	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
KAGFDIAF_03877	CDS	1572	pepN	3.4.11.2	COG0308	Aminopeptidase N
KAGFDIAF_03878	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
KAGFDIAF_03879	CDS	792	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
KAGFDIAF_03880	CDS	1299				hypothetical protein
KAGFDIAF_03881	CDS	1104				hypothetical protein
KAGFDIAF_03882	CDS	267				hypothetical protein
KAGFDIAF_03883	CDS	378				hypothetical protein
KAGFDIAF_03884	CDS	567				hypothetical protein
KAGFDIAF_03885	CDS	333	hdeA			Acid stress chaperone HdeA
KAGFDIAF_03886	CDS	339	hdeB			Acid stress chaperone HdeB
KAGFDIAF_03887	CDS	576	sapB_2		COG1285	Protein SapB
KAGFDIAF_03888	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
KAGFDIAF_03889	CDS	567	slp_2		COG3065	Outer membrane protein Slp
KAGFDIAF_03890	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
KAGFDIAF_03891	CDS	270	yihD		COG3084	Protein YihD
KAGFDIAF_03892	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
KAGFDIAF_03893	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
KAGFDIAF_03894	CDS	174	ortT			Orphan toxin OrtT
KAGFDIAF_03895	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
KAGFDIAF_03896	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
KAGFDIAF_03897	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
KAGFDIAF_03898	CDS	396	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
KAGFDIAF_03899	CDS	354	ychN		COG1553	Protein YchN
KAGFDIAF_03900	CDS	696	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
KAGFDIAF_03901	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
